num_agents,flowtime_pp_mean,flowtime_cbs_mean,flowtime_trained_pp_mean
3,60.82608695652174,56.65217391304348,59.30434782608695
7,145.41935483870967,137.90322580645162,142.51612903225808
11,224.76190476190476,214.8095238095238,220.52380952380952
